Wed Jul 21 00:19:53 2021    profile.bin

         20713429 function calls (19569083 primitive calls) in 46.702 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\mnist.py:338(QMNIST)
    35/13    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:265(_eval_type)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\pareto.py:1(<module>)
       25    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\datapipes\iter\grouping.py:161(GroupByKeyIterDataPipe)
      104    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\PIL\TiffTags.py:26(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\quantized\modules\embedding_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\instancenorm.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\dataclasses.py:768(_hash_add)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\package\find_file_dependencies.py:8(_ExtractModuleReferences)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\colorama\win32.py:102(GetConsoleScreenBufferInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\studentT.py:1(<module>)
     1125    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\datapipes\iter\grouping.py:11(BatchIterDataPipe)
      153    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\transforms.py:1085(ColorJitter)
       36    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:163(__init__)
      463    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\init.py:202(zeros_)
        7    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:1058(flush)
        7    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:1502(findCaller)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\quantized\modules\normalization.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\dataclasses.py:587(_hash_fn)
       21    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:227(format_interval)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\places365.py:11(Places365)
       13    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\mixins.py:48(_numeric_methods)
       11    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:1429(format_dict)
        3    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_six.py:36(__new__)
        8    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:7996(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\_typing.py:337(__hash__)
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        3    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\tokenize.py:83(_all_string_prefixes)
       16    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_type_aliases.py:79(bitname)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\polynomial\_polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\onnx\symbolic_opset8.py:2(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\polynomial\laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\polynomial\chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\__config__.py:3(<module>)
       10    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\init.py:62(_no_grad_zero_)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\caltech.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x000001EFD85A0AF0}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\quantized\modules\conv_relu.py:2(<module>)
       24    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\coloredlogs\__init__.py:1422(get_pairs)
       14    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\init.py:350(_calculate_correct_fan)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\sampler.py:8(Sampler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:1(<module>)
       22    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\utils.py:262(_is_ascii)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\upsampling.py:9(Upsample)
       18    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\sre_parse.py:267(getuntil)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\synchronize.py:114(_make_name)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\autograd\variable.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_six.py:29(with_metaclass)
        6    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ntpath.py:450(normpath)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\queues.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {built-in method zeros}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\polynomial\hermite_e.py:1(<module>)
       14    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:168(__call__)
       20    0.000    0.000    0.000    0.000 {method 'fill_' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\ops\misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\_compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\cifar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\polynomial\legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\detection\rpn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\_string_helpers.py:1(<module>)
    36/14    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\abc.py:100(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\coco.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\_functional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\platform.py:577(_node)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\quantized\modules\functional_modules.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\vision.py:61(StandardTransform)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:436(_calc_mode)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\utils\spectral_norm.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_script.py:244(__init__)
       81    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\__init__.py:229(<listcomp>)
       32    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\detection\anchor_utils.py:134(DefaultBoxGenerator)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_freeze.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\util.py:10(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\mobilenetv2.py:103(MobileNetV2)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\unittest\suite.py:1(<module>)
        8    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:8001(getdoc)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\datapipes\iter\readfilesfromtar.py:10(ReadFilesFromTarIterDataPipe)
       11    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\abc.py:89(register)
       83    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\jit\_script.py:787(<lambda>)
        8    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:1060(__init_subclass__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\package\importer.py:23(Importer)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\os.py:678(__setitem__)
       14    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:87(acquire)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\relaxed_bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\pickle.py:1134(_Unpickler)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\datapipes\iter\combinatorics.py:9(SamplerIterDataPipe)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\cuda\__init__.py:59(_check_capability)
       40    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:886(<genexpr>)
    36/14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\negative_binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\quantized\modules\linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\googlenet.py:62(GoogLeNet)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\swa_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\multiprocessing\reductions.py:338(init_reductions)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\dataset.py:44(IterableDataset)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\package\_mock_zipreader.py:17(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\polynomial\polyutils.py:1(<module>)
      156    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\tempfile.py:144(__next__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\_utils.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\fold.py:2(<module>)
       14    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\init.py:67(calculate_gain)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\backends\quantized\__init__.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       14    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:91(release)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\multivariate_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\detection\mask_rcnn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\pooling.py:12(_MaxPoolNd)
       95    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\_compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\conv.py:43(_ConvNd)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\sgd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\backends\cuda\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\datapipes\utils\common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\onnx\symbolic_opset7.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\mobilenetv3.py:1(<module>)
      704    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\utils\weight_norm.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ntpath.py:524(abspath)
       10    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\_collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\quantized\modules\bn_relu.py:2(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\email\quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\quantization\googlenet.py:1(<module>)
